snippet,language
      ""image/png"": ""iVBORw0KGgoAAAANSUhEUgAAAWYAAAD3CAYAAAAua/5EAAAABHNCSVQICAgIfAhkiAAAAAlwSFlz\nAAALEgAACxIB0t1+/AAAIABJREFUeJzt3XlY1WXex/H3D5fMXMoNUyzNcgRSwEwfvdKOGaUWZmqm\nVu5Zmi3mNFaOk9MzLuWU2d7YA4rmWpaJiFuBqDmOIbhmlpKYW1YuiMTi/fxxC4MKinDOuX/nd76v\n6/JK8XB+nzC/3dzL97aUUgghhLCPANMBhBBCnE8KsxBC2IwUZiGEsBkpzEIIYTNSmIUQwmakMAsh\nhM1IYfZhlmVFW5Z1xLKsbUU+NtWyrF2WZaVZlrXYsqyaJjMKIa6cFGbfFgN0ueBjK4FQpVQY8D3w\nktdTCSHKRQqzD1NKJQO/X/CxVUqps+d++W8gyOvBhBDlIoXZ2YYA8aZDCCGujBRmh7IsaxyQo5Sa\nazqLEOLKVCzrJ77/PmrkSHdGEWWxb98+oqKiAAqbnsycOZP27duzZs2a8z5ewLIsXnnllcJfu1wu\nXC6X58MK4SX9+sGdd8KTT5pOchGrVC8qaxMjlwuVmFimTxVulJ6eTlRUFNu26Y0ZCQkJjBkzhqSk\nJOrUqVPs51iWhTSvEk6VlQUNGsCePVC3ruk0FylVYS7zVMbWrXDwYFk/W7hDv379aN++Pbt376ZR\no0ZER0fz9NNPk5mZSWRkJBEREYyUb2uEn4mPhzZtbFmUS63MI+aBA1GtW8PTT7s5kfA4GTELJ+vT\nB+65B4YNM52kWJ4dMffpAwsWlPWzhRDC/TIzYcUKePBB00nKp8yFOTISdu2CAwfcGUcIIcpu2TJo\n3x5q1zadpHzKXJgrV4YHHoBFi9wZRwghym7BAnj4YdMpyq9c+5j79IGFC90VRQghyu7UKVizRg8Y\nfV25CnPnznpLyk8/uSuOEEKUzZdfQseOcN11ppOUX7kKc6VKepJdpjOEEKYtXKi/i3eCch/Jfvhh\n2Z0hhDDr+HFITHTGNAa4oTC7XHDVVfDDD25II4QQZbBihS7KNWqYTuIe5S7MFStCeDjMn++OOEII\nceViYqBbN9Mp3KfMJ/8o0hxn/XoYPhy2bwerVOdahEly8k84yS+/wC23wM8/wzXXmE5zWZ49+VdU\nu3b6xM22bZd/rRBCuNOiRXq07ANFudTcUpgDAqBvX5g3zx3vJoQQpTdvnm7z6SRumcoASE3VW+f2\n7pXpDLuTqQzhFPv3Q0QEHDqkTyP7AO9NZQCEhUGVKrBxo7veUQghLm3+fOjVy2eKcqm5rTBblv52\nQnZnCCG8xYnTGODGqQzQx7M7dtQd5ypUKF8w4TkylSGc4Lvv4K67ICPDp+qNd6cyQG9ZadhQn8AR\nQghPmjdPnzz2oaJcam6/JbtfP9mdIYTwLKWcO40BHijMDz8Mn38Of/zh7ncWQggtJQXOnoXbbzed\nxDPcXpiDgiA0FFatcvc7i6KGDBlCYGAgLVq0KPzYb7/9RmRkJM2aNeOee+7h+PHjBhMK4Tlz5+rR\nslO35rq9MAMMGACzZ3vinUWBwYMHk5CQcN7HpkyZQmRkJN9//z2dO3dmypQphtIJ4Tlnz+qNBn37\nmk7iOW7dlVHgt9+gSRO9WuqUbk92lJ6eTlRUFNvOnYVv3rw5SUlJBAYGcvjwYVwuF999991Fnye7\nMoQv+/preP552LLFdJIy8f6ujAK1akGnTrB4sSfeXZTkyJEjBAYGAhAYGMiRI0cMJxLC/T75BB55\nxHQKz/JIYQb9hZszx1PvLi7Hsiwsp07ACb+Vna0HfE7djVGgoqfe+P774Ykn4OBBaNDAU08RRRVM\nYdSvX59Dhw5Rr169El87YcKEwp+7XC5cLpfnAwpRTnFx0KqVPi/hZB4rzFdfDT166L2GY8Z46imi\nqO7duzNr1izGjh3LrFmz6NGjR4mvLVqYhfAV/jCNAR5a/Cvw1Vfw5z/rPYfCvfr160dSUhLHjh0j\nMDCQV199lQceeIA+ffqwf/9+GjduzMKFC7n22msv+lxZ/BO+qGBTwf79ULOm6TRlVqr5RY8W5vx8\nuPFGWLkSQkLK+hjhblKYhS/66CM92PPxy5/N7cooUKGCnqT/5BNPPkUI4Q/mzPGPaQzwcGEGePRR\nSErSm8KFEKIs0tNh1y7o0sV0Eu/weGFu2RJOnIDkZE8/SQjhVLNnw9ChzmuIXxKPF2bL0ke0Y2M9\n/SQhhBMppQvzgw+aTuI9Hi/MoOeFFi+GrCxvPE0I4ST//rf+Z9u2ZnN4k1cKc4MG+ou6ZIk3niaE\ncJLYWBg40Lmd5IrjlcIMMp0hhLhyf/wBCxfqTQT+xGuFuUcPfYP2oUPeeqIQwtctWwYtWujzEP7E\na4W5alU9eT93rreeKITwdbNm6e+2/Y1HT/5dKDERnn0W0tLK+kjhDnLyT/iCX37RFzxnZED16qbT\nuI35k38X6tgRjh+XwiyEuLz583WXSgcV5VLzamEOCIDHHoNFi7z5VCGEL4qN9c9pDPDyVAbA99/r\nkXNGBlSqVNZHi/KQqQxhdzt3QmSk7iRXoYLpNG5lv6kMgGbNoGlTuOAeUSGEKDRnDowa5biiXGpe\nL8wAgwdDTIyJJwsh7C4vT9cHfzqCfSEjhblPH91X9ZdfTDxdCGFnCQm6IX7z5qaTmGOkMNeoAVFR\n0qdZCHGx6Gj9XbU/8/riX4GvvoLnn4fU1PK8iygLWfwTdlWwd3n/fj2AcyB7Lv4VcLn0nuYtW0wl\nEELYzSefQPfuji3KpWasMAcE6I5RsgjofpMnTyY0NJQWLVrQv39//vjjD9ORhLgspWQao4Cxwgy6\nMM+bpztICfdIT09nxowZpKSksG3bNvLz85k/f77pWEJcVkoKZGbCnXeaTmKe0cJ80026T/OKFSZT\nOEuNGjWoVKkSWVlZ5OXlkZWVRcOGDU3HEuKyYmJg0CD93bS/M/4lePhh+PBD0ymco1atWowZM4Yb\nbriBBg0acO2113L33XebjiXEJWVn6++eBw40ncQejO3KKJCVBY0a6d0ZjRq54x39248//khUVBTJ\nycnUrFmThx56iN69e/NIkXvfLcvilVdeKfy1y+XC5XIZSCuEtmABfPwxrFplOonHlWpXRkVPp7ic\nqlWhb1+YORPGjzedxvdt3ryZ9u3bU7t2bQB69uzJhg0bzivMABMmTDCQTojixcTIol9RxqcyQF9L\nHh0NZ8+aTuL7mjdvzsaNGzlz5gxKKVavXk1ISIjpWEKU6Kef9H1+/nwE+0K2KMytWsF11+lDJ6J8\nwsLCGDBgAK1bt6Zly5YADB8+3HAqIUoWE6Mbm119tekk9mF8jrnAe+9BcrJuji08S07+CbvIz9d9\nMZYuhbAw02m8wt4n/y7Uv79uXvLrr6aTCCG8ZeVKqF/fb4pyqdmmMF93nW5sNGeO6SRCCG+ZMQOG\nDTOdwn5sM5UB+rLWp5+GrVv1YoDwDJnKEHZw+DAEB+uGRX50r59vTWWAPoqZnQ2bNplOIoTwtJkz\noVcvvyrKpWarwmxZ8NRT8NFHppMIITxJKX2g5PHHTSexJ1sVZoB+/eDzz+HECdNJhBCekpiot8e1\naWM6iT3ZrjAHBurbcWURUAjnmjFDj5ZlLal4tlr8K7BmDYweDWlp8gfnCbL4J0z69Vd9oGTvXqhV\ny3Qar/O9xb8CnTrBmTPwzTemkwgh3G3mTHjsMb8syqVmy8IcEADDh8sioBBOc/as/nvdt6/pJPZm\nvLtcSQYN0pcy/v67PnwihPB9X38NVapA+/amk9ibLUfMAHXrQteuEBtrOokQwl0++ABGjJC1o8ux\n5eJfgaQk/Ye4Y4f8QbqTLP4JEw4ehNBQ3ebTj2/B9t3FvwIdO+qN6OvWmU4ihCivjz/WV8n5cVEu\nNVsXZsuSRUAhnCAvT+9dHjHCdBLfYOvCDPpyxq++gmPHTCcRQpRVXJy+01Pae5aO7QtzrVp6ETAm\nxnQSIURZffihjJavhK0X/wps2qT3Pe7ZAxUqeOupziWLf8KbfvwR/ud/ICNDb5Xzc76/+FegTRuo\nXVvfcCKE8C0ffaSnJKUol55PFGbQ7UDffdd0Ct9w/PhxevfuTXBwMCEhIWzcuNF0JOGnsrP1Eewn\nnjCdxLf4TGF++GHYvBl++MF0Evt79tln6datG7t27WLr1q0EBwebjiT81KefQni4PsUrSs8n5pgL\njB2rt9288Ya3n+w7Tpw4QUREBHv37i3xNTLHLLxl4EB9S0n37qaT2IZz5pgLPPkkzJoFWVmmk9jX\nvn37qFu3LoMHD6ZVq1Y8/vjjZMkXTBjw7be6IX63bqaT+B6fKsxNmkC7djBvnukk9pWXl0dKSgoj\nR44kJSWFa665hilTplz0ugkTJhT+SExM9H5Q4XjvvAMjR0JF27ZKsy+fmsoAvTPj5Zf1/42lf8bF\nDh8+TLt27di3bx8A69atY8qUKcTFxRW+RqYyhKcdPQp/+pNeE6pd23QaW3HeVAbAPffAqVMgGw2K\nV79+fRo1asT3338PwOrVqwkNDTWcSvibGTP03LIU5bLxuREz6D/0b76B6GhTCewtLS2NYcOGkZOT\nQ9OmTYmJiaFmzZqFvy8jZuFJubl62nHZMjmCXYxSjZh9sjCfOKH/4Ldtg4YNTaXwXVKYhSctXAjv\nvafb9oqLOHMqA6BmTXjkEXj/fdNJhBAXeucdeOYZ0yl8m0+OmAF274YOHXTT7auvNpnE98iIWXjK\nli3wwAP6BmzZjVEs546YQa/4tm4Nc+eaTiKEKCBb5NzDZ0fMACtWwAsvQFqabJ27EjJiFp7wyy/Q\nrJnuAlmnjuk0tuXsETPorXO5ufp0kRDCrHnz9O32UpTLz6dHzKBv3V2xAr74wnQS3yEjZuFuOTl6\np9Ty5dCypek0tub8ETPAgAH6stZL9OwRQnjYggUQEiJF2V18vjBfcw08/zzMnm06iRD+SSl48039\n91C4h89PZYC+siYsTI+ar73WdBr7k6kM4U5ff60vsti+HQJ8fqjncf4xlQH69t1u3fRRbSGEd735\nJoweLUXZnRwxYga9sb17dz1qrlTJdBp7kxGzcJfdu6FjR0hPl4NepeQ/I2aAiAh9fc3ChaaTCOE/\n3npLX2AhRdm9HDNiBt3N6q9/hZQUOXByKTJiFu5w7JgeDH33HQQGmk7jM/xrxAzQtSv88YdejBBC\neNZHH0HPnlKUPcFRhTkgQG/ZkctahfCs7GzYsAGee850EmdyVGEGePRRfe3Uzp2mkwjhXLNnw9mz\n0KKF6STO5LjCXKWK7m715pumkwjhTPn5MHUqjB1rOolzOa4wgy7M6elw6JDpJEI4zxdfwHXXwZ13\nmk7iXI4szHXqQHAwTJ9uOokQzqIUvPaaHi3LzifPcWRhBhgzRp8EPHHCdBIz8vPziYiIICoqynQU\n4SCJifrv1AMPmE7ibI4tzI0b62PaH3xgOokZ06dPJyQkBEuGNcKNXntNX05RoYLpJM7m2MIM8Je/\n6OmMM2dMJ/GuAwcOEB8fz7Bhw+QgiXCb1FTYuhUee8x0EudzdGFu0ULfCzhrlukk3jV69GimTp1K\ngHSVEW70+ut63/JVV5lO4nyOvzLxxRd1M/1hw/zjgsi4uDjq1atHREQEiZe4c2vChAmFP3e5XLhc\nLo9nE75r3z59U5C/Tg16m6N6ZZSkQwfdL7ZvX9NJPO/ll19m9uzZVKxYkezsbE6ePEmvXr2IjY0t\nfI30yhBXatQoqFYNpkwxncTnlWrRxy8K87JlMG6cbg3qT2thSUlJ/POf/2Tp0qXnfVwKs7gSR47o\ni48TEuD6602n8Xn+18SoJN26wU03QXy86STeJ7syRHm98YbuuSxF2Xv8YsQMuk/ztGm68Yq/1yoZ\nMYvSOnYMmjWDtDR9U5AoNxkxF9WrF/z+O3z1lekkQviO6dOhd28pyt7mNyNmgNhYiImRfs0yYhal\ncfw43HwzbNqkpwKFW8iI+UL9+8NPP8G6daaTCGF/77wD990nRdkEvxoxg+6f8dlneoXZX8mIWVzO\nqVPQtCkkJ8Of/mQ6jaPIiLk4AwfqJvqbNplOIoR9ffABdO4sRdkUvxsxA0RH65FATIzpJGbIiFlc\nSlaWnr5YtUpuKPEAGTGXpH9/WL0a/vMf00mEsJ/oaGjfXoqySX45Ygb9rdrSpf576ERGzKI4WVl6\n+iIuDsLCTKdxJBkxX8qQIbBjB3zzjekkQtjHhx9CmzZSlE3z2xEzwL/+pXdorFhhOol3yYhZFOf0\nab0TQ+aWPUpGzJczaBB8/z2sX286iRDmvfuuvmBVirJ5fj1iBr3QMXeuXgz0FzJiFhc6eVKf8ktK\n0hcZC4+REXNpPPaYbgKelGQ6iRDmvP22bu0pRdke/H7EDPrqqZgYfQOwP5ARsyiqoCfGhg26k5zw\nKBkxl9Yjj+hbf/29uZHwT2+9BfffL0XZTqQwo+8CfPxxfT+gDCSFPzl2TE/jjR9vOokoSgrzOX36\nQE4OfPGF6SRCeM/EiXDrrXqbnLAPmWMuYvlyGDMGtm519o3aMscsQC963367bupVr57pNH5D5piv\nVJcuULcuzJ5tOokQnve3v+nbr6Uo24+MmC+wYQP06we7d0OVKqbTlE1GRgYDBgzg6NGjWJbF8OHD\neeaZZwp/X0bMIi0N7r0X9uyB6tVNp/ErpRoxS2EuRvfucNdd8NxzppOUzeHDhzl8+DDh4eFkZmZy\n22238cUXXxB8bpOqFGbRrZv+MWqU6SR+R6YyymriRJg8Wd/i4Ivq169PeHg4ANWqVSM4OJiDBw8a\nTiXs4uuv9XeEw4ebTiJKIoW5GC1awIAB+jSUr0tPT2fLli20bdvWdBRhA0rB2LF68FG5suk0oiQO\n3ntQPk8/DRERutFRw4am05RNZmYmvXv3Zvr06VSrVu2835swYULhz10uFy6Xy7vhhBGffQb5+Xp7\nqLAvmWO+hJdegsOHffMKqtzcXO6//366du3KcxdMlsscs3/KzYXQUHjvPYiMNJ3Gb8niX3mdOKFv\nc0hIgHNTtj5BKcXAgQOpXbs206ZNu+j3pTD7p48+gk8/1f2WhTFSmN3h/fdh8WL9H7NVqi+peevW\nraNjx460bNkS61zoyZMn06VLF0AKsz/KzIS2bSE2Fm67zXQavyaF2R1yc/Vi4LRp0LWr6TTuIYXZ\n/4wfD/v3606KwigpzO6ydKlucJSW5oyj2lKY/ctPP0GrVpCaCo0amU7j92Qfs7vcf78+thodbTqJ\nEFfuL3+BZ56RouxLpDCXgmXB1Knw5Zd6QVAIX5GcrG+Cf+EF00nElZDCXEqtW0NgIPzv/5pOIkTp\nnD2r2wq89hpUrWo6jbgSMsd8BY4c0b1rk5OheXPTacpO5pj9Q3Q0/N//wbp1vrOjyA/I4p8nvPmm\n3joXH++7/7FLYXa+kyf14GHJEt1zWdiGLP55wqhRkJ4Oy5aZTiJEySZO1LdeS1H2TTJiLoMVK+Cp\np2DHDrjqKtNprpyMmJ3thx/0YZJt26BBA9NpxAVkxOwp996rew4Uc9pZCKOUgtGj4dVXpSj7Mhkx\nl9GPP+pvFRMTfW9/qIyYnevzz+Hll/VhKGnraUuy+Odpf/87bN8OixaZTnJlpDA7U2YmhIToY9ed\nOplOI0oghdnTzpzRfTTefltf0+MrpDA701/+AocOyWXCNieF2RtWrIAnn9QLgb6yiV8Ks/Ns365H\nydu364NQwrZk8c8b7r1Xr4D/4x+mkwh/pRSMHKmn1qQoO4OMmN3g0CFo2VIvBIaGmk5zeTJidpZZ\ns+Ddd2HjRqhQwXQacRkyleFN770H8+dDUhIE2Pz7ECnMzvHbb3rBLy5O93MRtidTGd705JOQnS2N\nyIV3TZwIw4ZJUXYaGTG7UUoK9OgBmzfr/s12JSNmZ1i9GoYO1Sf8atQwnUaUkoyYva1VKxgwQLda\nFMKTMjPh8cfhww+lKDtRmQtzYmKiG2O4hx0yvfwybNqku3qBmUwJCQk0b96cW265hddee83rzy8L\nO/zZFceOuRITExk3Djp0sM89lHb9OtmNZVmu0rxOCrObVa2qe+COHAm//+79TPn5+YwaNYqEhAR2\n7tzJvHnz2LVrl1czlIUd/uyKY8dcsbGJLFoEb71lOsl/2fHrZMdMgKs0L5KpDA+480548EF4/nnv\nP3vTpk3cfPPNNG7cmEqVKtG3b1+WFAzfhc/LztZXnL3zDtSqZTqN8BQpzB4yZYre1/zDD9597s8/\n/0yjIl2VgoKC+Pnnn70bQnjM3/+uF5Z79TKdRHhSmXdlWJYly/pCCHGFlFKX3ZlRsRxvXtZP9SvD\nhuljshMneud5GzduZMKECSQkJAAwefJkAgICGDt2bOFrZLuc78nJ0Qt9gwbBY4+ZTiPKQbbL2cGb\nb8LcubB0qXee17p1a/bs2UN6ejo5OTksWLCA7t27e+fhwmP+9jeoUwcefdR0EuENZR4xi9KpUQNi\nY6FPH0hN9XyTmYoVK/Luu+9y7733kp+fz9ChQwkODvbsQ4VHJSbqVp6pqb57AbC4MnLyz0vGjdN/\nseLizP/lkqkM3/H77xAerg+S2GXPsigXz05ljB8/nrCwMMLDw+ncuTMZGRllfSu3eeGFFwgODiYs\nLIyePXty4sQJ05EAWLRoEZ9/Hkp8fAVeeinFaJaCuWe7HD4ZMmQIgYGBtGjRwnSUQhkZGXTq1InQ\n0FBuvfVW3n77bSM5Ctp5du8OnTpl07ZtW8LDwwkJCeGll14ykqk4+fn5REREEBUVZTpKocaNG9Oy\nZUsiIiJo06aN6TgAHD9+HMuyPrUsa5dlWTsty/qfEl+slCrTj5MnT6oCb7/9tho6dKgybeXKlSo/\nP18ppdTYsWPV2LFjDSfSdu3apXbv3q3atHGpmjW/VTt3msmRl5enmjZtqgCVk5OjwsLC1E5TYc5Z\nu3atSklJUbfeeqvRHEUdOnRIbdmyRSml1KlTp1SzZs2MfJ3mzFEqOFiprCz969OnTyullMrNzVVt\n27ZVycnJXs9UnDfeeEP1799fRUVFmY5SqHHjxurXX381HeM8AwYMUMAQpb9brQjUVCXU1zKPmKtX\nr17488zMTOrUqVPWt3KbyMhIAs713Gzbti0HDhwwnEhr3rw5zZo1o2pVeOopeOQRvcrubQWHTwDb\nHD7p0KED1113ndEMF6pfvz7h4eEAVKtWjeDgYA4ePOjVDOnp+rbruXPh6qv1x6qeuyInJyeH/Px8\natnghMmBAweIj49n2LBhtpses1OeEydOkJycjFIqGkAplaeUKvFb+nLtyhg3bhw33HADs2bN4sUX\nXyzPW7lddHQ03Wx4EV/PnhAUpFfZvU0On1y59PR0tmzZQtu2bb32zPx83QzrhRf0/HKBs2fPEh4e\nTmBgIJ06dSIkJMRrmUoyevRopk6dWjggsgvLsrj77rtp3bo1M2bMMB2Hffv2UbduXSzLirEsK8Wy\nrBmWZZV4Gd0lv5qWZa2yLGtbMT+iACZOnMj+/fsZNGgQo0ePdve/S7EiIyNp0aLFRT+WFtmPNnHi\nRCpXrkz//v29kqm0uUAv/H38se7bvHat1+Kde7Ys6V+JzMxMevfuzfTp06lWrZrXnjttGlSsCGPG\nnP/xgIAAUlNTOXDgAGvXrjXeCyIuLo569eoRERFhq9EpwPr169myZQvLly/nvffeIzk52WievLw8\nUlJSAN5XSrUCTgMljmYvuV1OKRVZmof279/fa6PTVatWXfL3Z86cSXx8PGvWrPFKngKXy1VUvXow\nZw706wfffgv163swWBENGzY8b5E2IyODoKAg7zzcx+Tm5tKrVy8effRRevTo4bXnJiXpPhjr15d8\nE07NmjW577772Lx5My6Xy2vZLrRhwwa+/PJL4uPjyc7O5uTJkwwYMIDY2FhjmQpcf/31ANStW5cH\nH3yQTZs20aFDB2N5goKCCAoKYt++ff8596FPuURhLvP3H3v27Cn8+ZIlS4iIiCjrW7lNQkICU6dO\nZcmSJVSpUsV0nGIVjCw6d9ZNzvv3h7w87zy74PAJIIdPLkEpxdChQwkJCeE5LzbXPnxY//fw0Ud6\nuquoY8eOcfz4cQDOnDnDqlWrjP+dmzRpEhkZGezbt4/58+dz11132aIoZ2VlcerUKQBOnz7NypUr\nje/6qV+/Po0aNcKyrGbnPnQ3sKPETyhpVfByP3r16qVuvfVWFRYWpnr27KmOHDnihXXNS7v55pvV\nDTfcoMLDw1V4eLgaMWKE6UhKKaUWL16sgoKCVJUqVVRgYKDq0qWLUkqpvDylOndW6uWXvZclPj5e\nAapp06Zq0qRJ3ntwCfr27auuv/56VblyZRUUFKSio6NNR1LJycnKsiwVFhZW+N/S8uXLPfrMvDyl\nOnVSavz44n9/69atKiIiQoWFhakWLVqo119/3aN5rlRiYqJtdmXs3btXhYWFqbCwMBUaGmqL/86V\nUio1NVUB/wHSgMVcYleGHDAx7OhRffPJv/4F3lqrlAMm9vPXv+pbrleskJuuHU5uyfYV69bpNo6b\nNsGNN3r+eVKY7SU+Hp54Qq832PmuSOEWUph9yT//CYsWQXIyVK7s2WdJYbaP/fvh9tvhs8/gjjtM\npxFeIIXZlyilD59UqgTTp3v2WVKY7SErC+67Tze4GjHCdBrhJVKYfc2pU9Cune6PMHKk554jhdk8\npaBvX/3dUWys+cZWwmtK9SctbT9tpHp1fZ9b+/bQvDncdZfpRMJT/vEP+Okn3dJTirK4kL3OUQpu\nugnmzdP7WX/80XQa4QmLF8OMGfD552DT7fbCMJnKsKkPPtAnwDZu1M323UmmMsxJTYXISEhIgNtu\nM51GGCBzzL5u5EjIzdVFuqIbJ52kMJtx5Ai0aQOvvw4PP2w6jTBECrOvy8mBHj303ub333ffXKQU\nZu87fVpfotqqlT5MIvyWFGYnOHkS7rxTb6ly16UVUpi9KzdX30JSvz5ER8tin5+TW7KdoEYNWLZM\nN7aZPfvyr7fr9Vr+6uxZGDxYT0XNmCFFWZSOFGYf0KCBPrb75z/D5bqL3nPPPezYsYO0tDSaNWvG\n5MmTvRMigexRAAAF90lEQVRSXEQp/WeWng4LFrh3nUA4mxRmHxESoo/tPvssfPNNya+z6/Va/uj1\n12HlSli6FKqWeFeFEBeTwuxD7rgD3nhDLwimpl7+9Xa9XssfxMTo3TQrVoDNrjQUPkAW/3xQWFgk\nO3cepkkTuOqq/3580qRJhVfIT5w4kZSUFD777LOLPt+yLF555ZXCX7tcLqM3YTjNsmX6EoTERH2C\nU4giZFeGk82apbddJSXp04JFzZw5kxkzZrBmzZpib3KRXRmeExcHQ4bA8uVygEQUS3plONnAgXDm\nDDz+uF7tLyjOBddrJSUl2fZ6LaeKi9Mj5bg4KcqifGTE7OM++AAmT4bVq6FZM7jlllvIycmhVq1a\nALRr147333//vM+REbP7LV0Kw4bponz77abTCBuTEbM/GDFCN8Lp1EnvACh6Sa7wDinKwt2kMDvA\n4MF6EfDuu/XcZni46UT+Y9YseO01KcrCvWQqw0E++0wf+R07Fjp2LPl1MpVRfkrB1Km6h8ny5RAc\nbDqR8BGyK8MfrV6tezm//ba+IaM4UpjL5+xZGDNGn8JMSICgINOJhA+ROWZ/dPfdujjff7++6POF\nF6Q/gzvl5MCgQZCRoS/OlcMjwhPk5J8DtWwJGzbAnDn6gte8PNOJnOHXX3WP7KwsvdAqRVl4ihRm\nhwoK0iO6PXtg1CiQJnPlk5amF/dq1dJz+VdfbTqRcDIpzA5Ws6Y+Hlylii4q27ebTuSb5s3TU0ST\nJunGRBUqmE4knE7mmB2ucmV46y19Eq1TJ32PoCidvDx48UV9aerq1RAWZjqR8BeyK8OPpKVBz56w\nd69FdrY6rwGSON+RI/DII3p0PG+ensIQwg3kBhNxvrAw2LxZ//yOO+C778zmsasvv9SHdO69V19Q\nIEVZeJsUZj9TsJNgyBBdnN99Vx+WEPp+xaFD4bnnYOFCvdVQ5pOFCVKY/dSIEXpLXWwsdO2q9zz7\ns7Vr9Sg5IEBP+XToYDqR8GdSmP1Ys2awfj106watWunbUXJzTafyrt9/16f4hg6F6dN1C9Xq1U2n\nEv5OCrOfq1QJnnlG3yO4cqUu0MnJplN5Xn6+LsLBwXD6tP73P3f5ixDGya4MP1RSrwyl4NNPYfRo\n6NNHz7XecIOBgB62fj08/TRcc43uKRIRYTqR8COyK0NcGcuChx6CXbugbl1dsJ59Fg4fNp3MPXbv\n1v8+ffvqhb21a6UoC3uSwiwuUr06vPQS7NypF8NCQ/VBi6NHTScrm1279LH0O+6AevX0NsF+/aS5\nk7AvKcyiRIGBMG2a3qVw9qy+8XnkSD3ytDul4OuvoXt3cLngllvghx9g3Dg9hSGEnUlhdqA33niD\ngIAAfvvtN7e8X1CQ7hGxcyfUqQNdusBdd8GiRZCd7ZZHuM2xY7p5fWio7qzXowekp+spjJo1TacT\nonSkMDtMRkYGq1at4sYbb3T7e9evD6++qkfMTz6pG8Vff72+2mr1at2r2ITjx/WBkPvug5tv1oX4\nww9hxw59kEY6wQlfI7syHOahhx5i/PjxPPDAA3z77beFt2UX5c4bTA4ehAUL/rvd7rHH9Gi1Uye9\nT9oT87i5uZCaCmvWQFKS3mXx6KPQvr0eIVer5v5nCuEmcrWUv1myZAmJiYlMmzaNJk2aeKUwF3X0\nqJ7XjY/XC27p6fDgg3oU27QpNG6s/1naKQWl9Hump+sFu7Q0+OUXWLECGjTQ9xp27ar/KfPGwkdI\nYXaiyMhIDhezf23ixIlMmjSJlStXUqNGDZo0acLmzZupXbv2Ra/1xp1/SsGBA/Dtt7B3ry6u27bp\nX1eoAHfe+d8TdseO6VFuzZq61eaRI/pz9+yBNm30HHelSvowSJs2eoub3B4ifJTHC7OwEcuybgXW\nAFnnPhQE/Ay0UUodveC1Cvh7kQ8lKqUSvZFTCHF5UpgdyrKsfcBtSin3bM0QQniN7MpwLvk/rhA+\nSkbMQghhMzJiFkIIm5HCLIQQNiOFWQghbEYKsxBC2IwUZiGEsBkpzEIIYTNSmIUQwmakMAshhM38\nP5whL3zObynDAAAAAElFTkSuQmCC\n"",
      ""text/plain"": [
       ""<matplotlib.figure.Figure at 0x10fc89ba8>""
      ]
     },
     ""metadata"": {},
     ""output_type"": ""display_data""
    }
   ],
   ""source"": [
    ""from sympy.plotting import plot\n"",
    ""%matplotlib inline\n"",
    ""plot(y, (x, -3, 5));""
   ]
  },
  {
   ""cell_type"": ""markdown"",
   ""metadata"": {},
   ""source"": [
    ""And the roots of the parabola are given by: ""
   ]
  },
  {
   ""cell_type"": ""code"",
   ""execution_count"": 120,
   ""metadata"": {
    ""collapsed"": false,
    ""run_control"": {
     ""breakpoint"": false
    }
   },
   ""outputs"": [
    {
     ""data"": {
      ""text/latex"": [
       ""$$\\begin{bmatrix}-1, & 3\\end{bmatrix}$$""
      ],
      ""text/plain"": [
       ""[-1, 3]""
      ]
     },
     ""execution_count"": 120,
     ""metadata"": {},
     ""output_type"": ""execute_result""
    }
   ],
   ""source"": [
    ""sym.solve(y, x)""
   ]
  },
  {
   ""cell_type"": ""markdown"",
   ""metadata"": {},
   ""source"": [
    ""We can also do symbolic differentiation and integration:""
   ]
  },
  {
   ""cell_type"": ""code"",
   ""execution_count"": 121,
   ""metadata"": {
    ""collapsed"": false,
    ""run_control"": {
     ""breakpoint"": false
    }
   },
   ""outputs"": [
    {
     ""data"": {
      ""image/png"": ""iVBORw0KGgoAAAANSUhEUgAAADAAAAASCAYAAAAdZl26AAAABHNCSVQICAgIfAhkiAAAAZRJREFU\nSInt1MFLFVEUx/HPE0FMA6nIMAJTo1WLClpYq6BNf0TQztbiIsg2GZRGIFJQICkYCEK7KCQQ3NUi\npDYigRCtIngEEUSoLe6I42Veznszb1H4g2Hu/Z0zd77cc+/hP9MFvMArfMQ0jv8rPOewiK5k3oll\nfEVvMynL4nmJgcg7iy3MNwXx76qb5wc+42jkV/GtbLocysXTkgqsoxsd0Qe/0N4EwL1UN08HjkVe\nj1Cypcg/j0k8FC7ZIdzEfcyhvwB4Izw1dQ8bGEx5fXhkp3ozWEtyLmITw40QN8hTUwPCORyL/Mc4\nmJov4G0yPoEHOFwIsz6eTLXhnXBEYp2M5l9wtxBaAZ5KRnIFz/EJt/dY+DRWcQVvMuJn8LTGf7K0\ngqECPAglGo28azVybwhd4UDKK+MC5+ZpiQLXhUt4J/IvJe92jAs7S9j5D/iZWm+kGG9dPFpT5mVM\n4LXQCtM5W8n4agL4Hr9xCt9TubcwWwJ4Xp5dqiaBrGd7B47gWbLwuNCrZ/EEU0JFylIenn3tq6j+\nAGZWaEzOc/1/AAAAAElFTkSuQmCC\n"",
      ""text/latex"": [
       ""$$2 x - 2$$""
      ],
      ""text/plain"": [
       ""2⋅x - 2""
      ]
     },
     ""execution_count"": 121,
